image_path,true_class,pred_class,top1_confidence,top5_classes,top5_probabilities,is_correct
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1011328.jpg,apple_pie,samosa,0.4400600492954254,"[""samosa"", ""baklava"", ""gyoza"", ""grilled_cheese_sandwich"", ""apple_pie""]","[0.4400600492954254, 0.10384481400251389, 0.08221149444580078, 0.05728521570563316, 0.04242173582315445]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1038694.jpg,apple_pie,bread_pudding,0.359420508146286,"[""bread_pudding"", ""ice_cream"", ""apple_pie"", ""chocolate_mousse"", ""panna_cotta""]","[0.359420508146286, 0.2237386852502823, 0.1679907888174057, 0.021111832931637764, 0.01566365733742714]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1047447.jpg,apple_pie,poutine,0.3045688271522522,"[""poutine"", ""lasagna"", ""nachos"", ""apple_pie"", ""pulled_pork_sandwich""]","[0.3045688271522522, 0.08542641997337341, 0.0671289712190628, 0.06686276197433472, 0.05325712263584137]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1068632.jpg,apple_pie,chocolate_cake,0.1697098165750503,"[""chocolate_cake"", ""chocolate_mousse"", ""apple_pie"", ""cup_cakes"", ""red_velvet_cake""]","[0.16970981657505035, 0.15964175760746002, 0.13115984201431274, 0.10330451279878616, 0.04520717263221741]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/110043.jpg,apple_pie,garlic_bread,0.2908798456192016,"[""garlic_bread"", ""apple_pie"", ""pancakes"", ""clam_chowder"", ""omelette""]","[0.29087984561920166, 0.18607380986213684, 0.1508016735315323, 0.043344657868146896, 0.02524646557867527]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1106961.jpg,apple_pie,omelette,0.1387100517749786,"[""omelette"", ""breakfast_burrito"", ""apple_pie"", ""baklava"", ""samosa""]","[0.13871005177497864, 0.12737514078617096, 0.11135116219520569, 0.06645490229129791, 0.043800145387649536]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1174330.jpg,apple_pie,fried_calamari,0.1809525042772293,"[""fried_calamari"", ""eggs_benedict"", ""nachos"", ""poutine"", ""apple_pie""]","[0.1809525042772293, 0.11054268479347229, 0.10002147406339645, 0.06064913794398308, 0.04251231253147125]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1235282.jpg,apple_pie,cannoli,0.1197702139616012,"[""cannoli"", ""fish_and_chips"", ""hot_dog"", ""grilled_salmon"", ""omelette""]","[0.11977021396160126, 0.08126554638147354, 0.0734737366437912, 0.057607341557741165, 0.049534328281879425]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1272958.jpg,apple_pie,scallops,0.1256210505962371,"[""scallops"", ""apple_pie"", ""panna_cotta"", ""bread_pudding"", ""foie_gras""]","[0.12562105059623718, 0.12031003087759018, 0.10431746393442154, 0.06467407941818237, 0.05818359553813934]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1284428.jpg,apple_pie,chicken_curry,0.108426958322525,"[""chicken_curry"", ""strawberry_shortcake"", ""ice_cream"", ""falafel"", ""pulled_pork_sandwich""]","[0.10842695832252502, 0.09551309049129486, 0.07641183584928513, 0.07287747412919998, 0.055800046771764755]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1321400.jpg,apple_pie,baklava,0.2754616141319275,"[""baklava"", ""cheesecake"", ""apple_pie"", ""tiramisu"", ""carrot_cake""]","[0.2754616141319275, 0.1739245057106018, 0.16675429046154022, 0.08635140210390091, 0.05025210976600647]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1332030.jpg,apple_pie,waffles,0.7459028363227844,"[""waffles"", ""apple_pie"", ""bread_pudding"", ""onion_rings"", ""donuts""]","[0.7459028363227844, 0.10749946534633636, 0.034471090883016586, 0.017713502049446106, 0.015295790508389473]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1420999.jpg,apple_pie,ice_cream,0.4345753490924835,"[""ice_cream"", ""bread_pudding"", ""apple_pie"", ""frozen_yogurt"", ""chocolate_mousse""]","[0.4345753490924835, 0.1964222490787506, 0.1578264832496643, 0.019554169848561287, 0.017881596460938454]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1429866.jpg,apple_pie,donuts,0.3650566637516022,"[""donuts"", ""onion_rings"", ""apple_pie"", ""beignets"", ""miso_soup""]","[0.3650566637516022, 0.24721117317676544, 0.18100669980049133, 0.016142677515745163, 0.012445857748389244]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1444702.jpg,apple_pie,strawberry_shortcake,0.3722520768642425,"[""strawberry_shortcake"", ""apple_pie"", ""chocolate_mousse"", ""tiramisu"", ""cheesecake""]","[0.37225207686424255, 0.11278106272220612, 0.08102525770664215, 0.04212536662817001, 0.03484509885311127]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1510125.jpg,apple_pie,bread_pudding,0.2463837265968322,"[""bread_pudding"", ""baklava"", ""apple_pie"", ""cannoli"", ""pancakes""]","[0.24638372659683228, 0.18316468596458435, 0.16913151741027832, 0.0698189064860344, 0.06451016664505005]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1510930.jpg,apple_pie,french_fries,0.1326103955507278,"[""french_fries"", ""poutine"", ""apple_pie"", ""waffles"", ""macaroni_and_cheese""]","[0.13261039555072784, 0.12736396491527557, 0.11985918879508972, 0.08103922754526138, 0.07990752160549164]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1514110.jpg,apple_pie,croque_madame,0.1862255930900573,"[""croque_madame"", ""lasagna"", ""baklava"", ""bread_pudding"", ""french_toast""]","[0.18622559309005737, 0.10911984741687775, 0.09789570420980453, 0.08200795948505402, 0.06307751685380936]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1526484.jpg,apple_pie,bread_pudding,0.499274879693985,"[""bread_pudding"", ""apple_pie"", ""ice_cream"", ""panna_cotta"", ""strawberry_shortcake""]","[0.499274879693985, 0.14743781089782715, 0.03600110486149788, 0.03327648341655731, 0.03112652711570263]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1578710.jpg,apple_pie,bread_pudding,0.2934461236000061,"[""bread_pudding"", ""tiramisu"", ""apple_pie"", ""chocolate_mousse"", ""panna_cotta""]","[0.2934461236000061, 0.13479258120059967, 0.08240384608507156, 0.06857880204916, 0.05976785346865654]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1579622.jpg,apple_pie,french_onion_soup,0.3116320073604584,"[""french_onion_soup"", ""bread_pudding"", ""lasagna"", ""escargots"", ""pancakes""]","[0.3116320073604584, 0.09647183865308762, 0.0796416848897934, 0.07523377984762192, 0.05287382751703262]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1617515.jpg,apple_pie,baklava,0.1200266107916832,"[""baklava"", ""gyoza"", ""ice_cream"", ""apple_pie"", ""chocolate_mousse""]","[0.1200266107916832, 0.11953940987586975, 0.09562654793262482, 0.09349322319030762, 0.04605860263109207]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1617793.jpg,apple_pie,bread_pudding,0.2093090415000915,"[""bread_pudding"", ""apple_pie"", ""chicken_curry"", ""samosa"", ""dumplings""]","[0.20930904150009155, 0.19925208389759064, 0.07840806990861893, 0.05795099586248398, 0.04411252215504646]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1626685.jpg,apple_pie,grilled_cheese_sandwich,0.184399127960205,"[""grilled_cheese_sandwich"", ""cheese_plate"", ""breakfast_burrito"", ""garlic_bread"", ""samosa""]","[0.18439912796020508, 0.08873910456895828, 0.052008431404829025, 0.04725822061300278, 0.04452025517821312]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1629072.jpg,apple_pie,french_onion_soup,0.2042128443717956,"[""french_onion_soup"", ""french_fries"", ""apple_pie"", ""french_toast"", ""croque_madame""]","[0.20421284437179565, 0.08805602043867111, 0.07171911001205444, 0.06866194307804108, 0.05076877772808075]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1674492.jpg,apple_pie,nachos,0.3860816061496734,"[""nachos"", ""guacamole"", ""apple_pie"", ""hummus"", ""omelette""]","[0.38608160614967346, 0.1629345864057541, 0.07590031623840332, 0.05439181625843048, 0.041907042264938354]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/168971.jpg,apple_pie,bread_pudding,0.1593110263347625,"[""bread_pudding"", ""cheesecake"", ""strawberry_shortcake"", ""chocolate_mousse"", ""cheese_plate""]","[0.15931102633476257, 0.09885575622320175, 0.08742085099220276, 0.06491849571466446, 0.04697519168257713]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/175848.jpg,apple_pie,samosa,0.3488445580005646,"[""samosa"", ""baklava"", ""gnocchi"", ""ravioli"", ""spring_rolls""]","[0.3488445580005646, 0.25122520327568054, 0.12056998908519745, 0.027900677174329758, 0.027778713032603264]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1771374.jpg,apple_pie,bread_pudding,0.2000179141759872,"[""bread_pudding"", ""apple_pie"", ""waffles"", ""beet_salad"", ""panna_cotta""]","[0.20001791417598724, 0.11670909076929092, 0.10961781442165375, 0.045429911464452744, 0.038439005613327026]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1815947.jpg,apple_pie,baklava,0.4509921967983246,"[""baklava"", ""apple_pie"", ""carrot_cake"", ""bread_pudding"", ""strawberry_shortcake""]","[0.4509921967983246, 0.26378077268600464, 0.05223144590854645, 0.04601867496967316, 0.02491380274295807]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1847621.jpg,apple_pie,escargots,0.2401808947324752,"[""escargots"", ""apple_pie"", ""foie_gras"", ""tiramisu"", ""cheese_plate""]","[0.24018089473247528, 0.09578258544206619, 0.09134851396083832, 0.053421501070261, 0.04327230527997017]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1854241.jpg,apple_pie,grilled_salmon,0.2769539356231689,"[""grilled_salmon"", ""garlic_bread"", ""pork_chop"", ""foie_gras"", ""spring_rolls""]","[0.27695393562316895, 0.09776714444160461, 0.08852327615022659, 0.08236193656921387, 0.05727153643965721]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1893663.jpg,apple_pie,bread_pudding,0.5223270058631897,"[""bread_pudding"", ""apple_pie"", ""macaroni_and_cheese"", ""baklava"", ""french_toast""]","[0.5223270058631897, 0.11597125232219696, 0.08012072741985321, 0.03640998899936676, 0.02988463081419468]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1906009.jpg,apple_pie,baklava,0.2476533651351928,"[""baklava"", ""lasagna"", ""carrot_cake"", ""club_sandwich"", ""beef_tartare""]","[0.24765336513519287, 0.2427559792995453, 0.10993340611457825, 0.06601154804229736, 0.036839958280324936]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2034818.jpg,apple_pie,chicken_quesadilla,0.3597267270088196,"[""chicken_quesadilla"", ""breakfast_burrito"", ""hummus"", ""club_sandwich"", ""tacos""]","[0.3597267270088196, 0.07388655841350555, 0.04865407943725586, 0.03422759845852852, 0.03293129801750183]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2038171.jpg,apple_pie,waffles,0.8691797852516174,"[""waffles"", ""apple_pie"", ""baklava"", ""gyoza"", ""chicken_quesadilla""]","[0.8691797852516174, 0.080928273499012, 0.02981843613088131, 0.003559524891898036, 0.001404418027959764]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2040919.jpg,apple_pie,bread_pudding,0.3134289979934692,"[""bread_pudding"", ""apple_pie"", ""ice_cream"", ""tiramisu"", ""pancakes""]","[0.31342899799346924, 0.13448163866996765, 0.06596153974533081, 0.05707337334752083, 0.04555420204997063]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2074694.jpg,apple_pie,ice_cream,0.223289743065834,"[""ice_cream"", ""apple_pie"", ""donuts"", ""cannoli"", ""chocolate_cake""]","[0.22328974306583405, 0.19702093303203583, 0.08638422936201096, 0.07145503163337708, 0.0518571138381958]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2097980.jpg,apple_pie,breakfast_burrito,0.289000540971756,"[""breakfast_burrito"", ""baklava"", ""macarons"", ""cheese_plate"", ""beignets""]","[0.289000540971756, 0.1343681365251541, 0.13040177524089813, 0.10354329645633698, 0.06321252882480621]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2109273.jpg,apple_pie,fried_calamari,0.192231073975563,"[""fried_calamari"", ""chicken_wings"", ""bread_pudding"", ""apple_pie"", ""macaroni_and_cheese""]","[0.19223107397556305, 0.09806093573570251, 0.06485952436923981, 0.05367261543869972, 0.04973405972123146]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2113478.jpg,apple_pie,macaroni_and_cheese,0.2000711560249328,"[""macaroni_and_cheese"", ""poutine"", ""apple_pie"", ""dumplings"", ""nachos""]","[0.20007115602493286, 0.10993041843175888, 0.07735572010278702, 0.07084260880947113, 0.048922326415777206]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2114765.jpg,apple_pie,donuts,0.4863708317279815,"[""donuts"", ""beignets"", ""cannoli"", ""garlic_bread"", ""bruschetta""]","[0.48637083172798157, 0.28150877356529236, 0.039782799780368805, 0.0379367470741272, 0.026466526091098785]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2130269.jpg,apple_pie,cannoli,0.2732037007808685,"[""cannoli"", ""apple_pie"", ""beignets"", ""hummus"", ""ice_cream""]","[0.27320370078086853, 0.22469887137413025, 0.10138002783060074, 0.07121852040290833, 0.03329763561487198]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2175701.jpg,apple_pie,bread_pudding,0.1975351125001907,"[""bread_pudding"", ""filet_mignon"", ""ice_cream"", ""apple_pie"", ""prime_rib""]","[0.19753511250019073, 0.08935991674661636, 0.08790526539087296, 0.06313750892877579, 0.0539296418428421]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2200733.jpg,apple_pie,carrot_cake,0.1132893040776252,"[""carrot_cake"", ""cheesecake"", ""croque_madame"", ""french_toast"", ""strawberry_shortcake""]","[0.11328930407762527, 0.10151670128107071, 0.09573793411254883, 0.0760636106133461, 0.06002100929617882]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2206649.jpg,apple_pie,french_toast,0.1465711742639541,"[""french_toast"", ""pancakes"", ""creme_brulee"", ""croque_madame"", ""apple_pie""]","[0.14657117426395416, 0.08855706453323364, 0.0844123512506485, 0.07622446864843369, 0.04703498259186745]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2214366.jpg,apple_pie,carrot_cake,0.1769038736820221,"[""carrot_cake"", ""cannoli"", ""beef_tartare"", ""tiramisu"", ""chocolate_cake""]","[0.1769038736820221, 0.1467614471912384, 0.12355871498584747, 0.11825503408908844, 0.06683721393346786]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/224383.jpg,apple_pie,french_toast,0.194051593542099,"[""french_toast"", ""bread_pudding"", ""panna_cotta"", ""foie_gras"", ""pancakes""]","[0.194051593542099, 0.10519274324178696, 0.08420531451702118, 0.08318473398685455, 0.07704382389783859]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/229142.jpg,apple_pie,gyoza,0.3035533726215362,"[""gyoza"", ""bread_pudding"", ""apple_pie"", ""nachos"", ""waffles""]","[0.30355337262153625, 0.19347800314426422, 0.08646473288536072, 0.06470946222543716, 0.04358580335974693]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2298195.jpg,apple_pie,frozen_yogurt,0.435343861579895,"[""frozen_yogurt"", ""hummus"", ""ice_cream"", ""apple_pie"", ""carrot_cake""]","[0.435343861579895, 0.1912744641304016, 0.08408179134130478, 0.05819164216518402, 0.05309261754155159]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2304784.jpg,apple_pie,carrot_cake,0.1416878253221511,"[""carrot_cake"", ""bread_pudding"", ""lasagna"", ""apple_pie"", ""takoyaki""]","[0.14168782532215118, 0.1277216225862503, 0.10399747639894485, 0.0653848946094513, 0.06421997398138046]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2338398.jpg,apple_pie,bread_pudding,0.0812521800398826,"[""bread_pudding"", ""cheese_plate"", ""apple_pie"", ""panna_cotta"", ""cheesecake""]","[0.08125218003988266, 0.07728394120931625, 0.07541777938604355, 0.07458849996328354, 0.07423368096351624]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2373323.jpg,apple_pie,hummus,0.1475368589162826,"[""hummus"", ""eggs_benedict"", ""deviled_eggs"", ""omelette"", ""lasagna""]","[0.14753685891628265, 0.0727885514497757, 0.06113503873348236, 0.059450648725032806, 0.046011313796043396]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2374771.jpg,apple_pie,waffles,0.3950130641460418,"[""waffles"", ""apple_pie"", ""bread_pudding"", ""chocolate_mousse"", ""cheese_plate""]","[0.39501306414604187, 0.08208843320608139, 0.05879322439432144, 0.02649114839732647, 0.022593343630433083]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2402925.jpg,apple_pie,garlic_bread,0.2930514514446258,"[""garlic_bread"", ""baklava"", ""apple_pie"", ""grilled_cheese_sandwich"", ""chicken_curry""]","[0.29305145144462585, 0.1286085993051529, 0.0974530503153801, 0.0403621606528759, 0.0304960198700428]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2437888.jpg,apple_pie,eggs_benedict,0.1671586781740188,"[""eggs_benedict"", ""cannoli"", ""tiramisu"", ""bread_pudding"", ""waffles""]","[0.16715867817401886, 0.14535796642303467, 0.09264315664768219, 0.055419497191905975, 0.048916518688201904]",False
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2445712.jpg,apple_pie,grilled_cheese_sandwich,0.220733180642128,"[""grilled_cheese_sandwich"", ""apple_pie"", ""pancakes"", ""waffles"", ""french_toast""]","[0.220733180642128, 0.215990349650383, 0.13765466213226318, 0.09032099694013596, 0.05970919504761696]",False
