image_path,true_label,predicted_label,confidence,top_k_labels,top_k_probabilities
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1011328.jpg,apple_pie,gyoza,0.25013792514801025,"[""gyoza"", ""samosa"", ""grilled_cheese_sandwich"", ""apple_pie"", ""baklava""]","[0.25013792514801025, 0.14730338752269745, 0.12740358710289001, 0.05746504291892052, 0.027450328692793846]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/103801.jpg,apple_pie,grilled_cheese_sandwich,0.5887234807014465,"[""grilled_cheese_sandwich"", ""apple_pie"", ""french_toast"", ""bread_pudding"", ""fish_and_chips""]","[0.5887234807014465, 0.061388034373521805, 0.057994142174720764, 0.04030967876315117, 0.03550204634666443]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1038694.jpg,apple_pie,ice_cream,0.2594869136810303,"[""ice_cream"", ""apple_pie"", ""bread_pudding"", ""pancakes"", ""cup_cakes""]","[0.2594869136810303, 0.12719494104385376, 0.10058131814002991, 0.05381364747881889, 0.0475713387131691]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1047447.jpg,apple_pie,poutine,0.2939069867134094,"[""poutine"", ""apple_pie"", ""pulled_pork_sandwich"", ""onion_rings"", ""bread_pudding""]","[0.2939069867134094, 0.1301766037940979, 0.05404511094093323, 0.04059216007590294, 0.034328896552324295]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1068632.jpg,apple_pie,macarons,0.17412956058979034,"[""macarons"", ""chocolate_mousse"", ""donuts"", ""cheesecake"", ""cup_cakes""]","[0.17412956058979034, 0.1603035032749176, 0.07672513276338577, 0.06153806671500206, 0.054481592029333115]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/110043.jpg,apple_pie,garlic_bread,0.5624551177024841,"[""garlic_bread"", ""apple_pie"", ""omelette"", ""pancakes"", ""samosa""]","[0.5624551177024841, 0.16131849586963654, 0.0657026395201683, 0.044560834765434265, 0.0369940921664238]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1106961.jpg,apple_pie,breakfast_burrito,0.42739829421043396,"[""breakfast_burrito"", ""samosa"", ""spring_rolls"", ""omelette"", ""pulled_pork_sandwich""]","[0.42739829421043396, 0.07222762703895569, 0.07005540281534195, 0.04747496545314789, 0.0349096804857254]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1113017.jpg,apple_pie,french_onion_soup,0.3342309296131134,"[""french_onion_soup"", ""apple_pie"", ""pizza"", ""macaroni_and_cheese"", ""lasagna""]","[0.3342309296131134, 0.1839933842420578, 0.07625961303710938, 0.07227682322263718, 0.05928624048829079]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1167170.jpg,apple_pie,grilled_cheese_sandwich,0.14214682579040527,"[""grilled_cheese_sandwich"", ""apple_pie"", ""gyoza"", ""french_toast"", ""samosa""]","[0.14214682579040527, 0.09253542125225067, 0.053109828382730484, 0.04879581183195114, 0.04147587716579437]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1174330.jpg,apple_pie,chicken_wings,0.21758383512496948,"[""chicken_wings"", ""fried_calamari"", ""nachos"", ""shrimp_and_grits"", ""fish_and_chips""]","[0.21758383512496948, 0.13779284060001373, 0.06235427409410477, 0.058103643357753754, 0.05229833722114563]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1235282.jpg,apple_pie,omelette,0.11235437542200089,"[""omelette"", ""apple_pie"", ""baklava"", ""garlic_bread"", ""hummus""]","[0.11235437542200089, 0.046733494848012924, 0.04439558833837509, 0.040328480303287506, 0.03913242369890213]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1272958.jpg,apple_pie,bread_pudding,0.13136811554431915,"[""bread_pudding"", ""gyoza"", ""cannoli"", ""baklava"", ""foie_gras""]","[0.13136811554431915, 0.12745460867881775, 0.11290516704320908, 0.06321452558040619, 0.04072849079966545]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1284428.jpg,apple_pie,hummus,0.1686030626296997,"[""hummus"", ""chicken_curry"", ""ice_cream"", ""lasagna"", ""chicken_wings""]","[0.1686030626296997, 0.11723770946264267, 0.08629339933395386, 0.06925377249717712, 0.05688733980059624]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1295996.jpg,apple_pie,macaroni_and_cheese,0.16798809170722961,"[""macaroni_and_cheese"", ""chicken_quesadilla"", ""miso_soup"", ""fried_rice"", ""hummus""]","[0.16798809170722961, 0.07448095083236694, 0.05880400538444519, 0.05687854066491127, 0.05636096000671387]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/129668.jpg,apple_pie,bread_pudding,0.13856980204582214,"[""bread_pudding"", ""apple_pie"", ""scallops"", ""foie_gras"", ""french_onion_soup""]","[0.13856980204582214, 0.10157209634780884, 0.08539263159036636, 0.08298719674348831, 0.07165946811437607]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1321400.jpg,apple_pie,tiramisu,0.10094153136014938,"[""tiramisu"", ""cheesecake"", ""grilled_cheese_sandwich"", ""carrot_cake"", ""chocolate_cake""]","[0.10094153136014938, 0.0828275978565216, 0.06600796431303024, 0.06031240522861481, 0.05891726166009903]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1398774.jpg,apple_pie,donuts,0.34047746658325195,"[""donuts"", ""apple_pie"", ""onion_rings"", ""pancakes"", ""hummus""]","[0.34047746658325195, 0.23060525953769684, 0.054310694336891174, 0.04272548109292984, 0.034816958010196686]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1420999.jpg,apple_pie,bread_pudding,0.34401702880859375,"[""bread_pudding"", ""ice_cream"", ""apple_pie"", ""panna_cotta"", ""chocolate_mousse""]","[0.34401702880859375, 0.1463077813386917, 0.10298991948366165, 0.05110929161310196, 0.043859489262104034]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1429866.jpg,apple_pie,onion_rings,0.4860799312591553,"[""onion_rings"", ""apple_pie"", ""french_onion_soup"", ""donuts"", ""bread_pudding""]","[0.4860799312591553, 0.12448383867740631, 0.047041915357112885, 0.03691846504807472, 0.013368074782192707]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1444702.jpg,apple_pie,tiramisu,0.1331349015235901,"[""tiramisu"", ""hummus"", ""cannoli"", ""takoyaki"", ""apple_pie""]","[0.1331349015235901, 0.08527328073978424, 0.05707360804080963, 0.046227484941482544, 0.041729312390089035]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1461580.jpg,apple_pie,grilled_cheese_sandwich,0.13515552878379822,"[""grilled_cheese_sandwich"", ""pulled_pork_sandwich"", ""apple_pie"", ""omelette"", ""baklava""]","[0.13515552878379822, 0.09856818616390228, 0.09574122726917267, 0.051601968705654144, 0.0478605292737484]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1469191.jpg,apple_pie,grilled_cheese_sandwich,0.13515552878379822,"[""grilled_cheese_sandwich"", ""pulled_pork_sandwich"", ""apple_pie"", ""omelette"", ""baklava""]","[0.13515552878379822, 0.09856818616390228, 0.09574122726917267, 0.051601968705654144, 0.0478605292737484]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1510125.jpg,apple_pie,bread_pudding,0.4977158308029175,"[""bread_pudding"", ""baklava"", ""pancakes"", ""apple_pie"", ""gyoza""]","[0.4977158308029175, 0.053818028420209885, 0.04781544208526611, 0.04121331498026848, 0.029551712796092033]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1510930.jpg,apple_pie,waffles,0.18437035381793976,"[""waffles"", ""macaroni_and_cheese"", ""apple_pie"", ""onion_rings"", ""churros""]","[0.18437035381793976, 0.18051989376544952, 0.07342138141393661, 0.06235256418585777, 0.05290450155735016]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1514110.jpg,apple_pie,baklava,0.2211061269044876,"[""baklava"", ""cheesecake"", ""carrot_cake"", ""bread_pudding"", ""red_velvet_cake""]","[0.2211061269044876, 0.11588380485773087, 0.09270424395799637, 0.08844510465860367, 0.051757726818323135]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1526484.jpg,apple_pie,bread_pudding,0.47707900404930115,"[""bread_pudding"", ""clam_chowder"", ""panna_cotta"", ""baklava"", ""lobster_bisque""]","[0.47707900404930115, 0.1429380476474762, 0.05182567611336708, 0.04209316894412041, 0.03400055691599846]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1578710.jpg,apple_pie,bread_pudding,0.23686403036117554,"[""bread_pudding"", ""tiramisu"", ""panna_cotta"", ""chocolate_mousse"", ""apple_pie""]","[0.23686403036117554, 0.10604292899370193, 0.06406155228614807, 0.0498986542224884, 0.04384104162454605]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1579622.jpg,apple_pie,french_onion_soup,0.1185832992196083,"[""french_onion_soup"", ""prime_rib"", ""escargots"", ""lasagna"", ""clam_chowder""]","[0.1185832992196083, 0.07179558277130127, 0.06473124027252197, 0.04163893312215805, 0.03557835519313812]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1579774.jpg,apple_pie,spaghetti_bolognese,0.12490866333246231,"[""spaghetti_bolognese"", ""onion_rings"", ""garlic_bread"", ""pizza"", ""donuts""]","[0.12490866333246231, 0.0956648588180542, 0.05426526069641113, 0.04766210541129112, 0.04171855375170708]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1617793.jpg,apple_pie,samosa,0.11345437914133072,"[""samosa"", ""apple_pie"", ""gyoza"", ""grilled_cheese_sandwich"", ""cannoli""]","[0.11345437914133072, 0.1029316782951355, 0.07546329498291016, 0.07439476251602173, 0.05703035369515419]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1657587.jpg,apple_pie,pancakes,0.24793098866939545,"[""pancakes"", ""apple_pie"", ""grilled_cheese_sandwich"", ""pulled_pork_sandwich"", ""garlic_bread""]","[0.24793098866939545, 0.19484972953796387, 0.14780297875404358, 0.09592542052268982, 0.05211128294467926]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/168971.jpg,apple_pie,chocolate_cake,0.22418993711471558,"[""chocolate_cake"", ""tiramisu"", ""strawberry_shortcake"", ""chocolate_mousse"", ""foie_gras""]","[0.22418993711471558, 0.20712874829769135, 0.05547674745321274, 0.052209850400686264, 0.03815707564353943]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/175848.jpg,apple_pie,samosa,0.1533731073141098,"[""samosa"", ""dumplings"", ""baklava"", ""apple_pie"", ""gnocchi""]","[0.1533731073141098, 0.08956930786371231, 0.08231814205646515, 0.0790625736117363, 0.05910754203796387]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1771374.jpg,apple_pie,macarons,0.11163774132728577,"[""macarons"", ""panna_cotta"", ""cheesecake"", ""waffles"", ""clam_chowder""]","[0.11163774132728577, 0.08559077233076096, 0.08018019050359726, 0.04756929725408554, 0.04508964344859123]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1773419.jpg,apple_pie,baklava,0.15876269340515137,"[""baklava"", ""apple_pie"", ""grilled_cheese_sandwich"", ""garlic_bread"", ""waffles""]","[0.15876269340515137, 0.1532582938671112, 0.09642469882965088, 0.09032607823610306, 0.06313195824623108]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1815947.jpg,apple_pie,baklava,0.31965944170951843,"[""baklava"", ""carrot_cake"", ""apple_pie"", ""lasagna"", ""bread_pudding""]","[0.31965944170951843, 0.22265295684337616, 0.1251409500837326, 0.07482343167066574, 0.04465021193027496]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1847621.jpg,apple_pie,samosa,0.05909709259867668,"[""samosa"", ""beef_tartare"", ""apple_pie"", ""cheese_plate"", ""pancakes""]","[0.05909709259867668, 0.05822167173027992, 0.053353358060121536, 0.0422612763941288, 0.03739478066563606]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1854241.jpg,apple_pie,grilled_salmon,0.1513960063457489,"[""grilled_salmon"", ""gyoza"", ""apple_pie"", ""spring_rolls"", ""grilled_cheese_sandwich""]","[0.1513960063457489, 0.11297846585512161, 0.08770296722650528, 0.055528175085783005, 0.054239775985479355]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1878082.jpg,apple_pie,lasagna,0.21676677465438843,"[""lasagna"", ""apple_pie"", ""pizza"", ""pancakes"", ""french_onion_soup""]","[0.21676677465438843, 0.18120136857032776, 0.17112156748771667, 0.04840698093175888, 0.04672863706946373]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1889575.jpg,apple_pie,samosa,0.13465005159378052,"[""samosa"", ""apple_pie"", ""grilled_cheese_sandwich"", ""omelette"", ""pulled_pork_sandwich""]","[0.13465005159378052, 0.1219266727566719, 0.10988375544548035, 0.0781819298863411, 0.05806506797671318]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1893663.jpg,apple_pie,macaroni_and_cheese,0.09600549936294556,"[""macaroni_and_cheese"", ""fried_calamari"", ""bread_pudding"", ""apple_pie"", ""beef_tartare""]","[0.09600549936294556, 0.08378681540489197, 0.0800066813826561, 0.07277574390172958, 0.0589943528175354]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/1906009.jpg,apple_pie,lasagna,0.5096254944801331,"[""lasagna"", ""baklava"", ""french_toast"", ""carrot_cake"", ""french_onion_soup""]","[0.5096254944801331, 0.20040610432624817, 0.0338679701089859, 0.02875680662691593, 0.027355723083019257]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2038171.jpg,apple_pie,waffles,0.3204740881919861,"[""waffles"", ""gyoza"", ""baklava"", ""sushi"", ""apple_pie""]","[0.3204740881919861, 0.1406538337469101, 0.08350974321365356, 0.067766472697258, 0.053819719702005386]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2040919.jpg,apple_pie,takoyaki,0.27426162362098694,"[""takoyaki"", ""apple_pie"", ""bread_pudding"", ""hamburger"", ""pulled_pork_sandwich""]","[0.27426162362098694, 0.12452439963817596, 0.10761083662509918, 0.05577744543552399, 0.04741767793893814]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2084963.jpg,apple_pie,fish_and_chips,0.21234595775604248,"[""fish_and_chips"", ""apple_pie"", ""bread_pudding"", ""samosa"", ""eggs_benedict""]","[0.21234595775604248, 0.196928933262825, 0.09004861116409302, 0.059156909584999084, 0.04064767062664032]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2097980.jpg,apple_pie,beignets,0.17459434270858765,"[""beignets"", ""escargots"", ""breakfast_burrito"", ""garlic_bread"", ""baklava""]","[0.17459434270858765, 0.05800113454461098, 0.05401129648089409, 0.05114191398024559, 0.050537921488285065]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2109273.jpg,apple_pie,chicken_wings,0.20794838666915894,"[""chicken_wings"", ""apple_pie"", ""chicken_curry"", ""onion_rings"", ""fried_calamari""]","[0.20794838666915894, 0.1026294156908989, 0.06057209149003029, 0.05546567216515541, 0.03492918983101845]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2110985.jpg,apple_pie,huevos_rancheros,0.11063684523105621,"[""huevos_rancheros"", ""apple_pie"", ""carrot_cake"", ""bread_pudding"", ""croque_madame""]","[0.11063684523105621, 0.0944586843252182, 0.09258536994457245, 0.08926139771938324, 0.053537946194410324]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2113478.jpg,apple_pie,macaroni_and_cheese,0.40032052993774414,"[""macaroni_and_cheese"", ""poutine"", ""dumplings"", ""pad_thai"", ""apple_pie""]","[0.40032052993774414, 0.17293781042099, 0.0765896737575531, 0.05851345136761665, 0.029798731207847595]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2114765.jpg,apple_pie,donuts,0.44316938519477844,"[""donuts"", ""beignets"", ""garlic_bread"", ""takoyaki"", ""deviled_eggs""]","[0.44316938519477844, 0.1210368201136589, 0.042629022151231766, 0.031035438179969788, 0.025287942960858345]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2130269.jpg,apple_pie,cannoli,0.5864265561103821,"[""cannoli"", ""ice_cream"", ""apple_pie"", ""hummus"", ""bread_pudding""]","[0.5864265561103821, 0.1068074107170105, 0.08254566788673401, 0.04543134570121765, 0.020260540768504143]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2175701.jpg,apple_pie,bread_pudding,0.3784451186656952,"[""bread_pudding"", ""pork_chop"", ""chicken_wings"", ""prime_rib"", ""apple_pie""]","[0.3784451186656952, 0.1160764992237091, 0.07612878829240799, 0.03927953913807869, 0.02806863561272621]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2200733.jpg,apple_pie,creme_brulee,0.12111450731754303,"[""creme_brulee"", ""ice_cream"", ""hummus"", ""bread_pudding"", ""clam_chowder""]","[0.12111450731754303, 0.11039154976606369, 0.0760655328631401, 0.047903403639793396, 0.04374556243419647]"
/content/food101-cnn/data/processed/f8e106c00724/images/apple_pie/2206649.jpg,apple_pie,pancakes,0.20099186897277832,"[""pancakes"", ""french_toast"", ""fish_and_chips"", ""beignets"", ""creme_brulee""]","[0.20099186897277832, 0.12208079546689987, 0.08594422042369843, 0.07807564735412598, 0.04792867973446846]"
